id	level?	var_of_level?	effect1_desc	effect2_desc	effect3_desc?
15424	4	2	Chance: Momentarily blocks your target's magic ski\nll during a critical attack.		
15425	4	2	Chance: Momentarily puts your target to sleep duri\nng a critical attack. Your target cannot be affect\ned by any additional sleep attacks while the effec\nt lasts.		
15426	4	2	Chance: Momentarily stuns your target during a cri\ntical attack.		
15427	4	2	Chance: Has a chance to block the use of all physi\ncal and magical skills by a target that damages yo\nu.		
15428	4	2	Chance: Has a chance to frighten away a target tha\nt damages you.		
15429	4	2	Chance: Has a chance to increase the effectiveness\n of MP recovery magic when you take damage.		
15430	4	2	Chance: Has a chance to regenerate MP when you tak\ne damage.		
15431	4	2	Chance: Has a chance to paralyze a target that dam\nages you.		
15432	4	2	Chance: Has a chance to block the use of all magic\n skills by a target that damages you.		
15433	4	2	Chance: Has a chance to stun a target that damages\n you.		
15434	4	2	Chance: Has a chance to petrify a target that dama\nges you.		
15435	4	2	Chance: Momentarily blocks all of your target's ph\nysical and magic skills during a magic attack.		
15436	4	2	Chance: Momentarily burns up your target's MP duri\nng a magic attack.		
15437	4	2	Chance: Momentarily paralyzes your target during a\n magic attack.		
15438	4	2	Chance: Momentarily blocks your target's magic ski\nll during a magic attack.		
15439	4	2	Chance: Momentarily puts your target to sleep duri\nng a magic attack. Your target cannot be affected \nby any additional sleep attacks while the effect l\nasts.		
15440	4	2	Chance: Momentarily stuns your target during a mag\nic attack.		
15441	4	2	Passive: Decreases the MP consumption rate for all\n skills.		
15442	4	2	Passive: Increases your Evasion.		
15443	4	2	Passive: Increases your critical attack rate.		
15444	4	2	Passive: Increases the ability to reflect some of \nthe damage you incurred back to the enemy. Exclude\ns damage by skill or ranged attacks.		
15445	4	2	Passive: Increases your Accuracy.		
15446	4	2	Passive: Increases the critical attack rate of mag\nic attacks.		
15447	4	2	Passive: Increases your MP recharge recovery rate.		
15448	4	2	Passive: Decreases the skill MP consumption rate.		
15449	4	2	Passive: Decreases the song/dance skill MP consump\ntion rate.		
15450	4	2	Passive: Decreases the magic MP consumption rate.		
15451	2	2	Active: Temporarily increases the size of your hea\nd.		
15452	2	2	Active: Temporarily increases your lung capacity.		
15453	2	2	Active: Temporarily increases the distance you can\n fall without sustaining damage.		
15454	2	2	Active: Temporarily increases resistance to damage\n from falling.		
15455	2	2	Active: Ignites a firecracker.		
15456	2	2	Active: Play music for a short duration.		
15457	2	2	Active: Ignites a large firecracker.		
15458	2	2	Chance: Temporarily decreases your target's will t\no attack during a physical attack.		
15459	2	2	Chance: Temporarily increases your target's will t\no attack during a physical attack.		
15460	2	2	Chance: Momentarily decreases your target's speed \nduring a physical attack.		
15461	2	2	Chance: Temporarily decreases your target's will t\no attack during a critical attack.		
15462	2	2	Chance: Temporarily increases your target's will t\no attack during a critical attack.		
15463	2	2	Chance: Momentarily decreases your target's speed \nduring a critical attack.		
15464	2	2	Chance: Momentarily decreases your target's speed \nduring a magic attack. Effect 3.		
15465	2	2	Passive: Increases lung capacity.		
15466	2	2	Passive: Increases the height from which you can f\nall without sustaining damage.		
15467	2	2	Passive: Raises resistance to damage from falling.		
15468	3	2	Active: Temporarily decreases your target's Atk. S\npd.		
15469	3	2	Active: Temporarily increases Dodge.		
15470	3	2	Active: Temporarily causes a target to bleed heavi\nly.		
15471	3	2	Active: Restores your CP.		
15472	3	2	Active: Inflicts damage by throwing a boulder.		
15473	3	2	Active: Momentarily frightens away your target.		
15474	3	2	Active: Detonates a fireball by compressing the ai\nr around the caster.		
15475	3	2	Active: Decreases your target's will to attack.		
15476	3	2	Active: Decreases your target's will to attack.		
15477	3	2	Active: Increases your target's will to attack.		
15478	3	2	Active: Temporarily increases your Accuracy.		
15479	3	2	Active: Temporarily holds your target. Your target\n cannot be affected by any additional hold attacks\n while the effect lasts.		
15480	3	2	Active: Launches a sacred magic attack.		
15481	3	2	Active: Temporarily increases the power of HP reco\nvery magic.		
15482	3	2	Active: Temporarily increases the effectiveness of\n HP recovery magic.		
15483	3	2	Active: Instantly restores your HP.		
15484	3	2	Active: Temporarily increases your M. Atk.		
15485	3	2	Active: Temporarily increases your maximum CP.		
15486	3	2	Active: Increases your maximum HP temporarily and \nrestores HP by the increased amount.		
15487	3	2	Active: Temporarily increases your maximum HP.		
15488	3	2	Active: Temporarily increases your maximum MP.		
15489	3	2	Active: Temporarily increases your M. Def.		
15490	3	2	Active: Burns up your enemy's MP.		
15491	3	2	Active: Increases your MP recharge recovery rate.		
15492	3	2	Active: Regenerates MP.		
15493	3	2	Active: Unleashes a general attack and temporarily\n decreases your magic attack power during PvP.		
15494	3	2	Active: Temporarily increases your P. Atk.		
15495	3	2	Active: Temporarily paralyzes a target.		
15496	3	2	Active: Temporarily increases your P. Def.		
15497	3	2	Active: Temporarily poisons your target.		
15498	3	2	Active: Temporarily decreases your target's P.Atk.\n during PvP.		
15499	3	2	Active: Temporarily increases your P.Atk. during P\nvP.		
15500	3	2	Active: Teleports the caster to a village. Cannot \nbe used in a specially designated place such as th\ne GM Consultation Service.		
15501	3	2	Active: Resurrects a corpse.		
15502	3	2	Active: Emits an area of effect earth attack.		
15503	3	2	Active: Emits an area of effect fire attack.		
15504	3	2	Active: Emits an area of effect sacred magic attac\nk.		
15505	3	2	Active: Emits elemental damage over an area.		
15506	3	2	Active: Emits an area of effect dark attack.		
15507	3	2	Active: Emits an area of effect water attack.		
15508	3	2	Active: Emits an area of effect wind attack.		
15509	3	2	Active: Temporarily puts your target to sleep. You\nr target cannot be affected by any additional slee\np attacks while the effect lasts.		
15510	3	2	Active: Temporarily decreases your target's speed.		
15511	3	2	Active: Temporarily stuns your target.		
15512	3	2	Active: Inflicts an earth attack.		
15513	3	2	Active: Inflicts a fire attack.		
15514	3	2	Active: Inflicts a sacred magic attack.		
15515	3	2	Active: Inflicts elemental damage.		
15516	3	2	Active: Inflicts a dark attack.		
15517	3	2	Active: Inflicts a water attack.		
15518	3	2	Active: Inflicts a wind attack.		
15519	3	2	Active: Cancels your enemy's target.		
15520	3	2	Active: Temporarily petrifies your target.		
15521	3	2	Active: Launches a dark attack.		
15522	3	2	Active: Has a chance to open doors and treasure ch\nests. Requires Keys of a Thief.		
15523	3	2	Active: Absorbs HP from your target.		
15524	3	2	Active: Inflicts a water attack.		
15525	3	2	Active: Inflicts a fire attack.		
15526	3	2	Chance: Momentarily decreases your target's Atk. S\npd. during a physical attack.		
15527	3	2	Chance: Momentarily causes your target to bleed du\nring a physical attack.		
15528	3	2	Chance: Momentarily frightens away your target dur\ning a physical attack.		
15529	3	2	Chance: Momentarily holds your target during a phy\nsical attack. Your target cannot be affected by an\ny additional hold attacks while the effect lasts.		
15530	3	2	Chance: Momentarily poisons your target during a p\nhysical attack.		
15531	3	2	Chance: Momentarily petrifies your target during a\n physical attack.		
15532	3	2	Chance: Momentarily decreases your target's Atk. S\npd. during a critical attack.		
15533	3	2	Chance: Momentarily causes your target to bleed du\nring a critical attack.		
15534	3	2	Chance: Momentarily frightens your target during a\n critical attack.		
15535	3	2	Chance: Momentarily holds your target during a cri\ntical attack. Your target cannot be affected by an\ny additional hold attacks while the effect lasts.		
15536	3	2	Chance: Momentarily poisons your target during a c\nritical attack.		
15537	3	2	Chance: Momentarily petrifies your target during a\n critical attack.		
15538	3	2	Chance: Has a chance to decrease the Atk. Spd. of \na target that damages you..		
15539	3	2	Chance: Has a chance to increase your Evasion when\n you take damage.		
15540	3	2	Chance: Has a chance to cause bleeding on a target\n that damages you.		
15541	3	2	Chance: Has a chance to regenerate CP when you tak\ne damage.		
15542	3	2	Chance: Has a chance to increase critical attack r\nate when you take damage.		
15543	3	2	Chance: Has a chance to decrease the will to attac\nk of a target that damages you.		
15544	3	2	Chance: Has a chance to increase your Accuracy whe\nn you take damage.		
15545	3	2	Chance: Has a chance to hold a target that damages\n you. Your target cannot be affected by any additi\nonal hold attacks while the effect lasts.		
15546	3	2	Chance: Has a chance to increase the effectiveness\n of HP recovery magic when you take damage.		
15547	3	2	Chance: Has a chance to regenerate HP when you tak\ne damage.		
15548	3	2	Chance: Has a chance to increase your M. Atk. when\n you take damage.		
15549	3	2	Chance: Has a chance to increase critical attack r\nate of magic attacks when you take damage.		
15550	3	2	Chance: Has a chance to increase your maximum CP w\nhen you take damage.		
15551	3	2	Chance: Has a chance to increase your maximum HP w\nhen you take damage.		
15552	3	2	Chance: Has a chance to increase your maximum MP w\nhen you take damage.		
15553	3	2	Chance: Has a chance to increase your M. Def. when\n you take damage.		
15554	3	2	Chance: Has a chance to increase your P. Atk. when\n you take damage.		
15555	3	2	Chance: Has a chance to increase your P. Def. when\n you take damage.		
15556	3	2	Chance: Has a chance to poison a target that damag\nes you.		
15557	3	2	Chance: Has a chance to decrease the P. Atk. of a \ntarget that damages you in PvP.		
15558	3	2	Chance: Has a chance to increase your P. Atk. when\n you take damage in PvP.		
15559	3	2	Chance: Has a chance to sleep a target that damage\ns you. Your target cannot be affected by any addit\nional sleep attacks while the effect lasts.		
15560	3	2	Chance: Has a chance to decrease the speed of a ta\nrget that damages you in PvP.		
15561	3	2	Chance: Momentarily decreases your target's Atk. S\npd. during a magic attack.		
15562	3	2	Chance: Momentarily causes your target to bleed du\nring a magic attack.		
15563	3	2	Chance: Momentarily frightens away your target dur\ning a magic attack.		
15564	3	2	Chance: Momentarily holds your target during a mag\nic attack. Your target cannot be affected by any a\ndditional hold attacks while the effect lasts.		
15565	3	2	Chance: Momentarily poisons your target during a m\nagic attack.		
15566	3	2	Chance: Momentarily petrifies your target during a\n magic attack.		
15567	3	2	Passive: Increases the power of HP recovery magic.		
15568	3	2	Passive: Increases the effectiveness of HP recover\ny magic.		
15569	3	2	Passive: Increases your M. Atk.		
15570	3	2	Passive: Increases your M. Def.		
15571	3	2	Passive: Increases your P. Atk.		
15572	3	2	Passive: Increases your P. Def.		
15573	3	2	Passive: Increases your P. Atk. in PvP.		
15574	3	2	Passive: Increases your weight limit by 2.		
15575	4	2	Active: Temporarily decreases all skill re-use tim\nes.		
15576	4	2	Active: Temporarily decreases MP consumption rates\n for all skills.		
15577	4	2	Active: Temporarily increases your critical attack\n rate.		
15578	4	2	Active: Temporarily reflects some of the damage yo\nu receive back to the enemy. Excludes damage from \nskills or ranged attacks.		
15579	4	2	Active: Temporarily blocks all of your target's ph\nysical/magic skills.		
15580	4	2	Active: Teleports you to the nearest village. Cann\not be used in a specially designated place such as\n the GM Consultation Service.		
15581	4	2	Active: Renders you momentarily invincible.		
15582	4	2	Active: Temporarily increases your critical attack\n rate for magic attacks.		
15583	4	2	Active: Teleports party members to a village. Cann\not be used in a specially designated place such as\n the GM Consultation Service.		
15584	4	2	Active: Temporarily blocks your target's magic ski\nlls.		
15585	4	2	Active: Temporarily decreases the skill re-use tim\ne.		
15586	4	2	Active: Temporarily decreases the skill MP consump\ntion rate.		
15587	4	2	Active: Temporarily decreases the re-use time for \nsinging and dancing skills.		
15588	4	2	Active: Temporarily decreases the MP consumption r\nate for singing and dancing skills.		
15589	4	2	Active: Temporarily decreases the magic re-use tim\ne.		
15590	4	2	Active: Temporarily decreases the magic MP consump\ntion rate.		
15591	4	2	Active: Temporarily blocks a monster's pre-emptive\n attack. Fighting ability significantly decreases \nwhile in effect.		
15592	4	2	Active: Temporarily increases the amount of HP abs\norbed from damage done to your target. Excludes da\nmage by skill or ranged attacks.		
15593	4	2	Chance: Momentarily blocks all of your target's ph\nysical and magic skills during a physical attack.		
15594	4	2	Chance: Momentarily burns up your target's MP duri\nng a physical attack.		
15595	4	2	Chance: Momentarily paralyzes your target during a\n physical attack.		
15596	4	2	Chance: Momentarily blocks your target's magic ski\nll during a physical attack.		
15597	4	2	Chance: Momentarily puts your target to sleep duri\nng a physical attack. Your target cannot be affect\ned by any additional sleep attacks while the effec\nt lasts.		
15598	4	2	Chance: Momentarily stuns your target during a phy\nsical attack.		
15599	4	2	Chance: Momentarily blocks all of your target's ph\nysical and magic skills during a critical attack.		
15600	4	2	Chance: Momentarily burns up your target's MP duri\nng a critical attack.		
15601	4	2	Chance: Momentarily paralyzes your target during a\n critical attack.		
15602	4	2	Chance: Momentarily blocks your target's magic ski\nll during a critical attack.		
15603	4	2	Chance: Momentarily puts your target to sleep duri\nng a critical attack. Your target cannot be affect\ned by any additional sleep attacks while the effec\nt lasts.		
15604	4	2	Chance: Momentarily stuns your target during a cri\ntical attack.		
15605	4	2	Chance: Has a chance to block the use of all physi\ncal and magical skills by a target that damages yo\nu.		
15606	4	2	Chance: Has a chance to frighten away a target tha\nt damages you.		
15607	4	2	Chance: Has a chance to increase the effectiveness\n of MP recovery magic when you take damage.		
15608	4	2	Chance: Has a chance to regenerate MP when you tak\ne damage.		
15609	4	2	Chance: Has a chance to paralyze a target that dam\nages you.		
15610	4	2	Chance: Has a chance to block the use of all magic\n skills by a target that damages you.		
15611	4	2	Chance: Has a chance to stun a target that damages\n you.		
15612	4	2	Chance: Has a chance to petrify a target that dama\nges you.		
15613	4	2	Chance: Momentarily blocks all of your target's ph\nysical and magic skills during a magic attack.		
15614	4	2	Chance: Momentarily burns up your target's MP duri\nng a magic attack.		
15615	4	2	Chance: Momentarily paralyzes your target during a\n magic attack.		
15616	4	2	Chance: Momentarily blocks your target's magic ski\nll during a magic attack.		
15617	4	2	Chance: Momentarily puts your target to sleep duri\nng a magic attack. Your target cannot be affected \nby any additional sleep attacks while the effect l\nasts.		
15618	4	2	Chance: Momentarily stuns your target during a mag\nic attack.		
15619	4	2	Passive: Decreases the MP consumption rate for all\n skills.		
15620	4	2	Passive: Increases your Evasion.		
15621	4	2	Passive: Increases your critical attack rate.		
15622	4	2	Passive: Increases the ability to reflect some of \nthe damage you incurred back to the enemy. Exclude\ns damage by skill or ranged attacks.		
15623	4	2	Passive: Increases your Accuracy.		
15624	4	2	Passive: Increases the critical attack rate of mag\nic attacks.		
15625	4	2	Passive: Increases your MP recharge recovery rate.		
15626	4	2	Passive: Decreases the skill MP consumption rate.		
15627	4	2	Passive: Decreases the song/dance skill MP consump\ntion rate.		
15628	4	2	Passive: Decreases the magic MP consumption rate.		
15629	2	2	Active: Temporarily increases the size of your hea\nd.		
15630	2	2	Active: Temporarily increases your lung capacity.		
15631	2	2	Active: Temporarily increases the distance you can\n fall without sustaining damage.		
15632	2	2	Active: Temporarily increases resistance to damage\n from falling.		
15633	2	2	Active: Ignites a firecracker.		
15634	2	2	Active: Play music for a short duration.		
15635	2	2	Active: Ignites a large firecracker.		
15636	2	2	Chance: Temporarily decreases your target's will t\no attack during a physical attack.		
15637	2	2	Chance: Temporarily increases your target's will t\no attack during a physical attack.		
15638	2	2	Chance: Momentarily decreases your target's speed \nduring a physical attack.		
15639	2	2	Chance: Temporarily decreases your target's will t\no attack during a critical attack.		
15640	2	2	Chance: Temporarily increases your target's will t\no attack during a critical attack.		
15641	2	2	Chance: Momentarily decreases your target's speed \nduring a critical attack.		
15642	2	2	Chance: Momentarily decreases your target's speed \nduring a magic attack. Effect 3.		
15643	2	2	Passive: Increases lung capacity.		
15644	2	2	Passive: Increases the height from which you can f\nall without sustaining damage.		
15645	2	2	Passive: Raises resistance to damage from falling.		
15646	3	2	Active: Temporarily decreases your target's Atk. S\npd.		
15647	3	2	Active: Temporarily increases Dodge.		
15648	3	2	Active: Temporarily causes a target to bleed heavi\nly.		
15649	3	2	Active: Restores your CP.		
15650	3	2	Active: Inflicts damage by throwing a boulder.		
15651	3	2	Active: Momentarily frightens away your target.		
15652	3	2	Active: Detonates a fireball by compressing the ai\nr around the caster.		
15653	3	2	Active: Decreases your target's will to attack.		
15654	3	2	Active: Decreases your target's will to attack.		
15655	3	2	Active: Increases your target's will to attack.		
15656	3	2	Active: Temporarily increases your Accuracy.		
15657	3	2	Active: Temporarily holds your target. Your target\n cannot be affected by any additional hold attacks\n while the effect lasts.		
15658	3	2	Active: Launches a sacred magic attack.		
15659	3	2	Active: Temporarily increases the power of HP reco\nvery magic.		
15660	3	2	Active: Temporarily increases the effectiveness of\n HP recovery magic.		
15661	3	2	Active: Instantly restores your HP.		
15662	3	2	Active: Temporarily increases your M. Atk.		
15663	3	2	Active: Temporarily increases your maximum CP.		
15664	3	2	Active: Increases your maximum HP temporarily and \nrestores HP by the increased amount.		
15665	3	2	Active: Temporarily increases your maximum HP.		
15666	3	2	Active: Temporarily increases your maximum MP.		
15667	3	2	Active: Temporarily increases your M. Def.		
15668	3	2	Active: Burns up your enemy's MP.		
15669	3	2	Active: Increases your MP recharge recovery rate.		
15670	3	2	Active: Regenerates MP.		
15671	3	2	Active: Unleashes a general attack and temporarily\n decreases your magic attack power during PvP.		
15672	3	2	Active: Temporarily increases your P. Atk.		
15673	3	2	Active: Temporarily paralyzes a target.		
15674	3	2	Active: Temporarily increases your P. Def.		
15675	3	2	Active: Temporarily poisons your target.		
15676	3	2	Active: Temporarily decreases your target's P.Atk.\n during PvP.		
15677	3	2	Active: Temporarily increases your P.Atk. during P\nvP.		
15678	3	2	Active: Teleports the caster to a village. Cannot \nbe used in a specially designated place such as th\ne GM Consultation Service.		
15679	3	2	Active: Resurrects a corpse.		
15680	3	2	Active: Emits an area of effect earth attack.		
15681	3	2	Active: Emits an area of effect fire attack.		
15682	3	2	Active: Emits an area of effect sacred magic attac\nk.		
15683	3	2	Active: Emits elemental damage over an area.		
15684	3	2	Active: Emits an area of effect dark attack.		
15685	3	2	Active: Emits an area of effect water attack.		
15686	3	2	Active: Emits an area of effect wind attack.		
15687	3	2	Active: Temporarily puts your target to sleep. You\nr target cannot be affected by any additional slee\np attacks while the effect lasts.		
15688	3	2	Active: Temporarily decreases your target's speed.		
15689	3	2	Active: Temporarily stuns your target.		
15690	3	2	Active: Inflicts an earth attack.		
15691	3	2	Active: Inflicts a fire attack.		
15692	3	2	Active: Inflicts a sacred magic attack.		
15693	3	2	Active: Inflicts elemental damage.		
15694	3	2	Active: Inflicts a dark attack.		
15695	3	2	Active: Inflicts a water attack.		
15696	3	2	Active: Inflicts a wind attack.		
15697	3	2	Active: Cancels your enemy's target.		
15698	3	2	Active: Temporarily petrifies your target.		
15699	3	2	Active: Launches a dark attack.		
15700	3	2	Active: Has a chance to open doors and treasure ch\nests. Requires Keys of a Thief.		
15701	3	2	Active: Absorbs HP from your target.		
15702	3	2	Active: Inflicts a water attack.		
15703	3	2	Active: Inflicts a fire attack.		
15704	3	2	Chance: Momentarily decreases your target's Atk. S\npd. during a physical attack.		
15705	3	2	Chance: Momentarily causes your target to bleed du\nring a physical attack.		
15706	3	2	Chance: Momentarily frightens away your target dur\ning a physical attack.		
15707	3	2	Chance: Momentarily holds your target during a phy\nsical attack. Your target cannot be affected by an\ny additional hold attacks while the effect lasts.		
15708	3	2	Chance: Momentarily poisons your target during a p\nhysical attack.		
15709	3	2	Chance: Momentarily petrifies your target during a\n physical attack.		
15710	3	2	Chance: Momentarily decreases your target's Atk. S\npd. during a critical attack.		
15711	3	2	Chance: Momentarily causes your target to bleed du\nring a critical attack.		
15712	3	2	Chance: Momentarily frightens your target during a\n critical attack.		
15713	3	2	Chance: Momentarily holds your target during a cri\ntical attack. Your target cannot be affected by an\ny additional hold attacks while the effect lasts.		
15714	3	2	Chance: Momentarily poisons your target during a c\nritical attack.		
15715	3	2	Chance: Momentarily petrifies your target during a\n critical attack.		
15716	3	2	Chance: Has a chance to decrease the Atk. Spd. of \na target that damages you..		
15717	3	2	Chance: Has a chance to increase your Evasion when\n you take damage.		
15718	3	2	Chance: Has a chance to cause bleeding on a target\n that damages you.		
15719	3	2	Chance: Has a chance to regenerate CP when you tak\ne damage.		
15720	3	2	Chance: Has a chance to increase critical attack r\nate when you take damage.		
15721	3	2	Chance: Has a chance to decrease the will to attac\nk of a target that damages you.		
15722	3	2	Chance: Has a chance to increase your Accuracy whe\nn you take damage.		
15723	3	2	Chance: Has a chance to hold a target that damages\n you. Your target cannot be affected by any additi\nonal hold attacks while the effect lasts.		
15724	3	2	Chance: Has a chance to increase the effectiveness\n of HP recovery magic when you take damage.		
15725	3	2	Chance: Has a chance to regenerate HP when you tak\ne damage.		
15726	3	2	Chance: Has a chance to increase your M. Atk. when\n you take damage.		
15727	3	2	Chance: Has a chance to increase critical attack r\nate of magic attacks when you take damage.		
15728	3	2	Chance: Has a chance to increase your maximum CP w\nhen you take damage.		
15729	3	2	Chance: Has a chance to increase your maximum HP w\nhen you take damage.		
15730	3	2	Chance: Has a chance to increase your maximum MP w\nhen you take damage.		
15731	3	2	Chance: Has a chance to increase your M. Def. when\n you take damage.		
15732	3	2	Chance: Has a chance to increase your P. Atk. when\n you take damage.		
15733	3	2	Chance: Has a chance to increase your P. Def. when\n you take damage.		
15734	3	2	Chance: Has a chance to poison a target that damag\nes you.		
15735	3	2	Chance: Has a chance to decrease the P. Atk. of a \ntarget that damages you in PvP.		
15736	3	2	Chance: Has a chance to increase your P. Atk. when\n you take damage in PvP.		
15737	3	2	Chance: Has a chance to sleep a target that damage\ns you. Your target cannot be affected by any addit\nional sleep attacks while the effect lasts.		
15738	3	2	Chance: Has a chance to decrease the speed of a ta\nrget that damages you in PvP.		
15739	3	2	Chance: Momentarily decreases your target's Atk. S\npd. during a magic attack.		
15740	3	2	Chance: Momentarily causes your target to bleed du\nring a magic attack.		
15741	3	2	Chance: Momentarily frightens away your target dur\ning a magic attack.		
15742	3	2	Chance: Momentarily holds your target during a mag\nic attack. Your target cannot be affected by any a\ndditional hold attacks while the effect lasts.		
15743	3	2	Chance: Momentarily poisons your target during a m\nagic attack.		
15744	3	2	Chance: Momentarily petrifies your target during a\n magic attack.		
15745	3	2	Passive: Increases the power of HP recovery magic.		
15746	3	2	Passive: Increases the effectiveness of HP recover\ny magic.		
15747	3	2	Passive: Increases your M. Atk.		
15748	3	2	Passive: Increases your M. Def.		
15749	3	2	Passive: Increases your P. Atk.		
15750	3	2	Passive: Increases your P. Def.		
15751	3	2	Passive: Increases your P. Atk. in PvP.		
15752	3	2	Passive: Increases your weight limit by 2.		
15753	4	2	Active: Temporarily decreases all skill re-use tim\nes.		
15754	4	2	Active: Temporarily decreases MP consumption rates\n for all skills.		
15755	4	2	Active: Temporarily increases your critical attack\n rate.		
15756	4	2	Active: Temporarily reflects some of the damage yo\nu receive back to the enemy. Excludes damage from \nskills or ranged attacks.		
15757	4	2	Active: Temporarily blocks all of your target's ph\nysical/magic skills.		
15758	4	2	Active: Teleports you to the nearest village. Cann\not be used in a specially designated place such as\n the GM Consultation Service.		
15759	4	2	Active: Renders you momentarily invincible.		
15760	4	2	Active: Temporarily increases your critical attack\n rate for magic attacks.		
15761	4	2	Active: Teleports party members to a village. Cann\not be used in a specially designated place such as\n the GM Consultation Service.		
15762	4	2	Active: Temporarily blocks your target's magic ski\nlls.		
15763	4	2	Active: Temporarily decreases the skill re-use tim\ne.		
15764	4	2	Active: Temporarily decreases the skill MP consump\ntion rate.		
15765	4	2	Active: Temporarily decreases the re-use time for \nsinging and dancing skills.		
15766	4	2	Active: Temporarily decreases the MP consumption r\nate for singing and dancing skills.		
15767	4	2	Active: Temporarily decreases the magic re-use tim\ne.		
15768	4	2	Active: Temporarily decreases the magic MP consump\ntion rate.		
15769	4	2	Active: Temporarily blocks a monster's pre-emptive\n attack. Fighting ability significantly decreases \nwhile in effect.		
15770	4	2	Active: Temporarily increases the amount of HP abs\norbed from damage done to your target. Excludes da\nmage by skill or ranged attacks.		
15771	4	2	Chance: Momentarily blocks all of your target's ph\nysical and magic skills during a physical attack.		
15772	4	2	Chance: Momentarily burns up your target's MP duri\nng a physical attack.		
15773	4	2	Chance: Momentarily paralyzes your target during a\n physical attack.		
15774	4	2	Chance: Momentarily blocks your target's magic ski\nll during a physical attack.		
15775	4	2	Chance: Momentarily puts your target to sleep duri\nng a physical attack. Your target cannot be affect\ned by any additional sleep attacks while the effec\nt lasts.		
15776	4	2	Chance: Momentarily stuns your target during a phy\nsical attack.		
15777	4	2	Chance: Momentarily blocks all of your target's ph\nysical and magic skills during a critical attack.		
15778	4	2	Chance: Momentarily burns up your target's MP duri\nng a critical attack.		
15779	4	2	Chance: Momentarily paralyzes your target during a\n critical attack.		
15780	4	2	Chance: Momentarily blocks your target's magic ski\nll during a critical attack.		
15781	4	2	Chance: Momentarily puts your target to sleep duri\nng a critical attack. Your target cannot be affect\ned by any additional sleep attacks while the effec\nt lasts.		
15782	4	2	Chance: Momentarily stuns your target during a cri\ntical attack.		
15783	4	2	Chance: Has a chance to block the use of all physi\ncal and magical skills by a target that damages yo\nu.		
15784	4	2	Chance: Has a chance to frighten away a target tha\nt damages you.		
15785	4	2	Chance: Has a chance to increase the effectiveness\n of MP recovery magic when you take damage.		
15786	4	2	Chance: Has a chance to regenerate MP when you tak\ne damage.		
15787	4	2	Chance: Has a chance to paralyze a target that dam\nages you.		
15788	4	2	Chance: Has a chance to block the use of all magic\n skills by a target that damages you.		
15789	4	2	Chance: Has a chance to stun a target that damages\n you.		
15790	4	2	Chance: Has a chance to petrify a target that dama\nges you.		
15791	4	2	Chance: Momentarily blocks all of your target's ph\nysical and magic skills during a magic attack.		
15792	4	2	Chance: Momentarily burns up your target's MP duri\nng a magic attack.		
15793	4	2	Chance: Momentarily paralyzes your target during a\n magic attack.		
15794	4	2	Chance: Momentarily blocks your target's magic ski\nll during a magic attack.		
15795	4	2	Chance: Momentarily puts your target to sleep duri\nng a magic attack. Your target cannot be affected \nby any additional sleep attacks while the effect l\nasts.		
15796	4	2	Chance: Momentarily stuns your target during a mag\nic attack.		
15797	4	2	Passive: Decreases the MP consumption rate for all\n skills.		
15798	4	2	Passive: Increases your Evasion.		
15799	4	2	Passive: Increases your critical attack rate.		
15800	4	2	Passive: Increases the ability to reflect some of \nthe damage you incurred back to the enemy. Exclude\ns damage by skill or ranged attacks.		
15801	4	2	Passive: Increases your Accuracy.		
15802	4	2	Passive: Increases the critical attack rate of mag\nic attacks.		
15803	4	2	Passive: Increases your MP recharge recovery rate.		
15804	4	2	Passive: Decreases the skill MP consumption rate.		
15805	4	2	Passive: Decreases the song/dance skill MP consump\ntion rate.		
15806	4	2	Passive: Decreases the magic MP consumption rate.		
15807	2	2	Active: Temporarily increases the size of your hea\nd.		
15808	2	2	Active: Temporarily increases your lung capacity.		
15809	2	2	Active: Temporarily increases the distance you can\n fall without sustaining damage.		
15810	2	2	Active: Temporarily increases resistance to damage\n from falling.		
15811	2	2	Active: Ignites a firecracker.		
15812	2	2	Active: Play music for a short duration.		
15813	2	2	Active: Ignites a large firecracker.		
15814	2	2	Chance: Temporarily decreases your target's will t\no attack during a physical attack.		
15815	2	2	Chance: Temporarily increases your target's will t\no attack during a physical attack.		
15816	2	2	Chance: Momentarily decreases your target's speed \nduring a physical attack.		
15817	2	2	Chance: Temporarily decreases your target's will t\no attack during a critical attack.		
15818	2	2	Chance: Temporarily increases your target's will t\no attack during a critical attack.		
15819	2	2	Chance: Momentarily decreases your target's speed \nduring a critical attack.		
15820	2	2	Chance: Momentarily decreases your target's speed \nduring a magic attack. Effect 3.		
15821	2	2	Passive: Increases lung capacity.		
15822	2	2	Passive: Increases the height from which you can f\nall without sustaining damage.		
15823	2	2	Passive: Raises resistance to damage from falling.		
15824	3	2	Active: Temporarily decreases your target's Atk. S\npd.		
15825	3	2	Active: Temporarily increases Dodge.		
15826	3	2	Active: Temporarily causes a target to bleed heavi\nly.		
15827	3	2	Active: Restores your CP.		
15828	3	2	Active: Inflicts damage by throwing a boulder.		
15829	3	2	Active: Momentarily frightens away your target.		
15830	3	2	Active: Detonates a fireball by compressing the ai\nr around the caster.		
15831	3	2	Active: Decreases your target's will to attack.		
15832	3	2	Active: Decreases your target's will to attack.		
15833	3	2	Active: Increases your target's will to attack.		
15834	3	2	Active: Temporarily increases your Accuracy.		
